tweet_text,followers_count
@Lacazest @Arsenal Next time I will invite you for a cup of coffee 😉😅,5460
"Tech News Keurig K-Cups Are Way Cheap Today: Caribou Coffee, Lavazza, Donut Shop and more English Headline https://t.co/VqJMJOeLMb",31
my coffee from starbucks was trash yesterday. today i decided to try dutch bros and they didn’t even make my coffee correctly but i was late to work already so i couldn’t even ask them to fix it 🙄,4
"@maeveqnn ""I see, I guess you don't have a mission today... If you want we can go for a coffee",1937
"@TexasAggie1995 @s_barnes_ @TPostMillennial That's ice for you. It melts into water.

You can see her face after she comes back up is red. I don't doubt it's cold.

Idk why everyone is mocking her for this. Cold water therapy isn't new.",41
starting my diary entries with ‘alternate universe: coffee shop’,543
M GOING THRIUGH WITHDRAWALS I HAVENT HAD COFFEEE INN SO LONG I WANT SOME SO BAD BUT TUIS MF HAS DISGUSTING CREAMER AND ONLY PUTS BROWN SUGAR. IN HER COFFEE LIKE WTF THIS IS A CRIME,638
"@NFT_enthusiasts Good day~ EPIGS is now live!!!!! Grab it on Opensea as low as 0.002eth~ Check on the collection and buy me a Coffee if you like EPIGS. EPIGS is ready for ITS New Owner🐷😉 
https://t.co/Qke4PfZWC4…… via @opensea

#NFTs #NFTCommunity #Epic #pigs #NFTartist #NFTCollection",6
"DYK: Tuesday is the slowest day for restaurants, so @AmericanExpress and @resy  want you to Order In, Help Out.

Make #TakeoutTuesday a tradition! Coffee counts as takeout 😉☕️

https://t.co/ucO1t7LAT8",2602
"Caraio, coffee",111
Little coffee table dates with Tiny’s mom are my fave &lt;3,358
"Check out my NFT listing on OpenSea! https://t.co/bIEAEu5W8J via @opensea The refreshment of a mermaid when she enters a cup of coffee, crazy things that cafe gives us to do! #NFTs",130
Man F*** Rancho Cordova Traffic my nigga ......... Why is this shit just as bad as HW37 in Vallejo.... Pure F*CKERY! I was just tryna get some coffee bruh ..... https://t.co/Un12EKgfvh,1218
@uki_violeta Coffee supremacy 🙏🙏🙏,0
"@seokkjint Coffee, caramel, muffin for you.",7757
Does any office EVER have good coffee? Like...anywhere? https://t.co/QjrN1N3tHc,231
"You'll meet me at Blue Diner
I'll take coffee and talk about nothing, baby
At Blue Diner, I'll take anything you want to give me, baby",10
@2eunsaem water VS coffee,144
key to wash day is absolutely a large iced coffee. i swear i was detangling like god was guiding my fingers,367
"I think about my research. I ask, ""Do I get an iced coffee or soda after my run?"" I do some positive self-talk to get through tough moments on the road. I think about my family. How much grading I have to do. Doctors visits that have mounted lately. I run to keep my sanity. https://t.co/Px4HjmSmd6",1417
@AilsaMummery @ZiaNeverSleeps I'd rather Ailsa my coffee than Calum it tho,28
Should I get myself a cup of coffee,284
@Jayecane need coffee https://t.co/CLdF0QcRRq,422
Drinking coffee with extra caffeine is like taking a test with Cliff Notes—it’s just so unfair to everyone else. https://t.co/gndr6sk05r,12454
"Happy Tuesday after a long weekend: 

-Slack is down so my team can’t talk to each other
-received and email letting us know the heads of our department see our team is overworked and they want to shower us with resources if they can
- I am enjoying a cup of coffee in the chaos.",107
I had a little too much coffee today so I'm here in bed like https://t.co/SyCOQSrJsz,44
I’ve been putting what I assumed is sugar in my coffee. Turns out it’s pancake mix. This is why communication is key in relationships. https://t.co/IPs6t24fB1,340
"@wiinzter Coffee, caramel, vanilla for you.",7757
i need… coffee https://t.co/wjHt3RD24n,59
"@FambaSiraji Haha. I like Milk Coffee, Black Coffee is bitter.",8
"@ArchiPlumber @Horace_PMc_Titt @Roach_Leg_Andy @ManchineelBeach i sleep
i wake up
i get cereal and make coffee
i check the socials
i have a functional and healthy morning routine",255
"@ofbluedescent No, I thought I was allergic to coffee beans too!",74
30 minutes in idk what day today is someone give me a tea pls (no coffee my stomach hates coffee),783
"Slack is down, don't panic and grab a coffee or tea. #slack https://t.co/Oumx39Ti3v",454
"@musibk Coffee, caramel, muffin for you.",7757
never drinking coffee again. this is brutal.,216
dislike coffee milk 👎🏼 https://t.co/3n0yITJcrb,180
What are your dunkin coffee orders? I usually get an iced caramel latte so something similar please ! I just want to try something new,263
@CoachJennie @Kajabi @NotionHQ @Zoom @ActiveCampaign @DescriptApp I use @canva @latermedia @Sendinblue and @Zoom,4636
@queen4ra iced coffee,4775
"Alright, the #destiny2 #WitchQueen comes out in just a few hours and I'm going to be no life-ing it on #twitch today. so feel free to come and join me. I got my coffee, smoothy, chips, and poop bucket. It's time to game!",29
"@ChocoGuro Gay and incestuous 
Perfect just my cup of coffee",64
Thank god for mint chapstick so I don't have to smell my horrid coffee breath all day at work,549
Tuesday Morning Coffee is live (and Sugar Free) https://t.co/NPdVR5VTNC,37964
@cizggez iced coffee,4775
I hope those coffee stains came out @DaveWallsworth 🤣 https://t.co/Rr6SC7IHVH,493
Drinking coffee PLUS a mimosa while getting my hair done ✨,404
@normcharlatan He will have the record for most cup of coffee trips to the bigs. Also that fit has exactly 0 drip,1043
"@TheRealDee71 Good morning to you, Dee. I hope you stay warm with your outside coffee. Have a great day 🌞☕️",1956
"@TheBigLead And a special shout out to Jets fan Mike Greenberg sipping his coffee while he listened to Ryan Clark say the Steelers have ""failed as an organization."" https://t.co/TEm3R41CR0",4239
@slightlycaustic @WBrettWilson @stoopidtweeters @liberal_party @NDP Aren’t you glad we want to separate? You can still continue to guzzle soy coffee and abuse each other with wrong-think programs.,1
"@DinnerWed Dang, girl...you got me two times!
Need that 2nd cup of coffee before I head for the 2.2 mile run.🤭

Bless you for the comic relief...🙏🏽",1035
"🍵 Tea Tuesday: ""Fresh Roasted #Coffee""
TODAY Only! 10% Off All #Organic Teas &amp; #Free Ship $35+ / Use #Code: TFT0222
https://t.co/VBbkozHgLy

🫖 Some samples... https://t.co/95LskiYtBA",98
"'This is a bumpy long road': the mood among Moscow residents (the Guardian)

Like many of her friends, Tatyana, a barista at the fashionable Moscow coffee-shop chain Sku...

Add your highlights:
https://t.co/vpg6V5ALvG
 #Europe #news #euro...",3460
@itsan0ctopus @onyxdepths I drink a huge amount of coffee in general. Not always starbucks.,6079
I didn’t eat anything at all yesterday and I didn’t get up early enough to make myself breakfast this morning but I made sure my ass made coffee 😂,304
"@NerdishRed @noxiloveschichi Forcefully scoot back your chair

I always have to have a beverage because of swallowing issues so 
1.) Lemme get a cup of hot coffee first and
2.)  ""oops clumsy me""",10656
Napa valley coffee of the week .... where do you get #CoffeeDay in the #napavalley #drink #winetasting #foodiesofinstagram #Rexontheradio on that 70s channel heard @iHeartRadio 2pm-6pm pacific #Radio #radioshow #podcast #streaming at https://t.co/3jvLsCEhZi https://t.co/6QnqKLZpce,2118
"@BeNxthing Coffee totally makes me anxious too, even decaf 😂
I just can't imagine drinking coffee for the taste hahaha",926
"Good morning and much love peeps. Is it me, or does this feel like an extremely Monday-ish, Tuesday?  Lots of coffee will be needed. #love #goodmorning #playboy #coffee #huskyaquaman https://t.co/X5bVVic1o3",3772
@coffee_philter SO MANY FEELINGS HERE.........,946
one thing my dad is gonna always do even if we’re a bit late is get his coffee 😭,1123
I really need coffee right now...none in the house and I don't trust people to deliver it.. https://t.co/Xezymgkued,231
"Got to give it up for Mary Lincoln, who loves to offer her guests coffee so she can hear what's going on, offer her two cents, and then support her husband, #AbrahamLincoln. 

Take notes, @HillaryClinton and @MichelleObama ...",2462
@SamanthaP_Jones I guess today is my Monday cause I just did the same thing but with coffee. Apparently I'm a toddler now.,295
@minhyoukIee coffee 😮‍💨,696
@StickyBM shoot sorry i spilt some of my coffee too,23
Heaven is a place where all diner coffee comes out at a temperature that feels appropriate to hold and drink.,6
@luvwhiskey_wine Yup. No brainer. Now coffee that would be hard.,4099
"🌺Todays Stream🌺

Hello hey hey at 8PM EST I will be going live with some Minecraft!

It’s gonna be a nice chill Tuesday so grab some coffee and come hang out 

#vtuber #VtuberEN #ENVtuber #BlitheLive 

https://t.co/85G59Rt1I5",710
@Askrlfess coffee with a rainbow's mood,2191
"everyone I have told about this mug is like ""yes, so perfect for a journalist working from home!"" and I mean I guess but also PERFECT FOR COFFEE-DRINKING PARENTS, YOU HEARD IT HERE FIRST",1961
"@Justins_Gaming_ Coffee, games, and listening to Chevelle
Feels quite nice 😁

Also, my daughter. She is honestly the best 😁",1064
drinking coffee rn cz im staying up to catch up on some kdramas  😵‍💫,355
I’ll drink coffee while sitting in the office shitter but I will stop short of sipping it. When you sip you inhale office shitter air along with the coffee. One must hold one’s breath and just drink it no matter how hot the coffee is.,4617
"Got my coffee, lo-fi beats, and some ideas swirling in my head. Let's see what I can accomplish today.",3078
it’s sad that I’m hungry and I made coffee instead of food…,196
Slack being down first thing in the morning has let me actually enjoy a cup of coffee,54
"Hot coffee to start my day 

#goodmorning 
#villagelife
#Mexico 
#BuenosDias 
#Tuesday https://t.co/1bu0wPyRIZ",150
I’ve acquired the taste for black coffee. I’m powerful fr,1147
"@Jayecane make me coffee sir , i want . i like coffee",332
the first 222 day gave me hell and all this one's given me so far is two shits in the same hour,28
"Good morning and happy 2/22/22! The good folks at @SteelCity_Beer hooked us up with FIVE great new cans this morning, including @BurlingtonBeer Barista Coffee Porter &amp; Beekeeper DIPA, @prairieales Rainbow Sherbet Sour, and Ever Grain The Whole Enchilada TIPA &amp; Sorbetto #43 Sour🔥 https://t.co/oyQG2KF8lP",1192
"they delivered my coffee table, but ignored instructions and put it outside on the other side of the building :’) 

so i had to pick it up and cry it all the way to my apartment and now my back is killing me",11196
"why am i so nervous, is it because of too much coffee ? TT",60
i be telling people who are addicted to coffee to stop drinking it while i drink 6 cups of tea daily,714
"Goodmorning lovely people, 

time to wake up and get energized. 🥁Need me alittle coffee and alittle blunt.. 

maybe alil stretch too 👀 gotta stretch out these joints 🤸🏽‍♂️",357
"The #OC coffee scene just went next level at @portolacoffee.  This legendary coffee roaster, winner of @roastmagazine roaster of the year, now features @groundcontrl at all locations! @ Portola Coffee Roasters https://t.co/BBndRIO253",980
"@denisehotze If your coffee tastes shitty, get better beans or a better roaster. It is superior.",669
@DadeAudio Coffee be wiggle-wiggle o.o,621
"Thank you @StarbucksIndia for the coffee bar experience, love what you bring to the table always🤍
Huge shoutout to Shivani &amp; Nikita for this amazing setup and pampering me, you guys are the sweetest❤️
Location-Gk-1,N block market 
Well, I’m definitely your regular customer now☺️ https://t.co/lB7nDy1h3m",0
"Watching Noah Finnce on YouTube and drinking coffee, feeling good.",486
@smgnostalgia Here in Canada people drink coffee like they can't function or anything if they don't have coffee. Tea is so much better,567
Eating something spicy for breakfast with a coffee .. and then I wonder why I feel shitty 🥴,1205
woke up to the smell of coffee and croissants💕 222 grateful,313
@HLERadio Must be the community coffee making him run for Nike shoes 🤣,571
"@natension Good evening now...
I get up early although I'm absolutely not a morning person. 
Getting showered, dressed and then making breakfast (and normally, but not right now, drinking some coffee) for the family. 
After that having breakfast with my family and get the kids dressed...",95
"@yireion Coffee, caramel, muffin for you.",7757
"the duality of man is acknowledging that i am sensitive to lactose, buying lactaid for my coffee, and still choosing to eat egg and cheese bagels.",1416
@dilara_omur This happens a lot with me when I cannot adjust the amount of coffee,142
"I went out on the patio for a coffee and smoke this morning. After a few moments I noticed it seemed rather cold. I checked my phone. It said it was -2 °.

Oh",10807
"@StressxCookies oh my god im coming to your house, i love shaken iced coffee with syrup and caramel drizzle oh my god 😭😭😭🙌🏽",751
